Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 48,3,19,1,0,0,0,0,0,0,0,40,0,0,2021-09-13 18:30:00
Part 48,19,2,0,0,0,0,0,3,1,40,0,0,0,2021-09-14 17:30:00
Part 48,5,0,0,0,0,0,0,2,2,40,0,0,0,2021-09-15 16:33:00
Part 48,1,0,0,0,0,0,2,2,10,20,0,10,0,2021-09-16 17:06:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-17 06:32:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-18 07:13:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-19 06:30:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-20 06:29:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-21 06:31:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-22 06:33:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-23 06:35:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-24 06:33:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-25 15:38:00
Part 48,1,0,0,0,0,0,0,0,0,0,2,2,5,2021-09-26 06:28:00
Part 48,1,0,2,2,5,25,0,10,0,0,2,0,0,2021-09-27 12:58:00
Part 48,1,2,2,5,0,0,20,15,0,0,2,0,0,2021-09-28 18:00:00
Part 48,3,2,5,0,0,25,10,0,0,2,0,0,0,2021-09-29 11:58:00
Part 48,3,0,0,0,20,20,0,0,2,0,0,0,0,2021-09-30 17:34:00
Part 48,2,0,0,10,20,10,0,0,2,0,0,0,0,2021-10-01 07:08:00
Part 48,0,0,10,20,10,0,0,2,0,0,0,0,1,2021-10-02 08:35:00
Part 48,0,0,10,20,10,0,0,2,0,0,0,0,1,2021-10-03 07:03:00
Part 48,10,20,10,0,0,2,0,0,0,0,1,1,0,2021-10-04 16:30:00
Part 48,8,10,10,10,0,0,0,0,0,2,0,0,0,2021-10-05 10:29:00
Part 48,13,9,10,0,0,0,0,0,2,0,0,0,0,2021-10-06 18:34:00
Part 48,15,10,0,0,0,0,0,2,0,0,0,0,0,2021-10-07 17:32:00
Part 48,12,0,0,0,0,0,2,0,0,0,0,0,0,2021-10-08 15:05:00
Part 48,12,0,0,0,0,0,2,0,0,0,0,0,0,2021-10-09 07:05:00
Part 48,12,0,0,0,0,0,2,0,0,0,0,0,0,2021-10-10 06:29:00
Part 48,12,0,0,0,0,0,2,0,0,0,0,0,0,2021-10-11 06:28:00
Part 48,7,0,2,0,0,0,0,0,0,1,1,45,0,2021-10-12 11:34:00
Part 48,0,0,2,0,0,0,0,0,0,3,11,0,47,2021-10-13 12:38:00
Part 48,1,1,0,0,0,0,0,0,3,7,0,36,47,2021-10-14 16:30:00
Part 48,1,0,0,0,0,0,0,3,0,0,41,23,26,2021-10-15 15:34:00
Part 48,0,0,0,0,0,0,3,25,0,5,15,15,30,2021-10-16 07:42:00
Part 48,0,0,0,0,0,0,3,25,0,5,15,15,30,2021-10-17 06:36:00
Part 48,0,0,0,0,3,25,0,5,15,15,30,0,0,2021-10-18 16:38:00
Part 48,0,0,0,2,0,0,16,15,25,20,20,0,0,2021-10-19 15:57:00
Part 48,0,0,1,0,0,16,16,15,30,10,0,0,25,2021-10-20 16:01:00
Part 48,0,1,0,0,16,16,5,29,11,0,0,30,35,2021-10-21 15:01:00
Part 48,0,0,0,18,15,30,15,20,0,0,22,46,19,2021-10-22 16:03:00
Part 48,0,0,0,18,15,30,15,20,0,0,22,46,19,2021-10-23 07:08:00
Part 48,0,0,0,18,15,30,15,20,0,0,22,46,19,2021-10-24 06:33:00
Part 48,15,14,9,29,11,0,0,20,15,34,38,0,0,2021-10-25 17:29:00
Part 48,19,16,23,11,0,0,20,15,37,35,0,0,0,2021-10-26 06:33:00
Part 48,23,23,10,0,0,20,15,39,33,0,0,0,0,2021-10-27 06:39:00
Part 48,34,10,0,0,0,10,20,20,0,0,0,0,15,2021-10-28 16:26:00
Part 48,24,0,0,0,0,0,0,0,20,0,30,0,12,2021-10-29 15:38:00
Part 48,24,0,0,0,0,0,0,0,20,0,30,0,12,2021-10-30 07:04:00
Part 48,4,0,0,9,41,0,0,3,9,3,0,0,0,2021-11-01 07:03:00
