Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 53,70,58,49,65,70,60,0,54,24,0,0,0,0,2021-09-13 18:30:00
Part 53,74,43,108,94,0,0,73,9,16,36,0,0,0,2021-09-14 17:30:00
Part 53,48,114,48,0,0,76,23,20,53,220,288,0,0,2021-09-15 16:33:00
Part 53,119,48,0,0,74,25,20,51,104,114,0,93,115,2021-09-16 17:06:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-17 06:32:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-18 07:13:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-19 06:30:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-20 06:29:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-21 06:31:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-22 06:33:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-23 06:35:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-24 06:33:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-25 15:38:00
Part 53,66,0,0,0,0,0,0,75,25,0,18,28,86,2021-09-26 06:28:00
Part 53,10,0,39,54,128,102,0,120,111,110,118,59,0,2021-09-27 12:58:00
Part 53,10,17,71,139,0,0,95,121,111,121,85,81,0,2021-09-28 18:00:00
Part 53,30,61,162,0,0,104,123,137,94,93,46,0,0,2021-09-29 11:58:00
Part 53,93,125,0,0,124,127,131,104,125,48,0,101,63,2021-09-30 17:34:00
Part 53,83,0,0,139,87,124,139,72,82,0,76,65,122,2021-10-01 07:08:00
Part 53,0,0,164,63,76,101,66,107,0,96,67,179,283,2021-10-02 08:35:00
Part 53,0,0,164,63,76,101,66,107,0,96,67,179,283,2021-10-03 07:03:00
Part 53,164,63,76,101,66,107,0,96,67,179,283,101,0,2021-10-04 16:30:00
Part 53,93,34,32,47,0,0,0,93,66,111,106,62,0,2021-10-05 10:29:00
Part 53,56,37,50,0,0,0,91,65,107,111,55,0,125,2021-10-06 18:34:00
Part 53,60,52,0,0,0,89,60,105,117,58,0,116,181,2021-10-07 17:32:00
Part 53,68,0,0,0,92,57,93,121,0,0,71,100,183,2021-10-08 15:05:00
Part 53,68,0,0,0,92,57,93,121,0,0,71,100,183,2021-10-09 07:05:00
Part 53,68,0,0,0,92,57,93,121,0,0,71,100,183,2021-10-10 06:29:00
Part 53,68,0,0,0,92,57,93,121,0,0,71,100,183,2021-10-11 06:28:00
Part 53,125,71,75,136,0,0,63,83,177,98,145,126,0,2021-10-12 11:34:00
Part 53,103,85,112,0,0,82,53,183,108,93,140,0,200,2021-10-13 12:38:00
Part 53,83,107,0,0,92,50,190,107,41,95,0,207,253,2021-10-14 16:30:00
Part 53,109,0,0,103,54,164,137,80,62,0,115,181,205,2021-10-15 15:34:00
Part 53,0,0,114,56,159,146,79,63,0,80,139,198,154,2021-10-16 07:42:00
Part 53,0,0,114,56,159,146,79,63,0,80,139,198,154,2021-10-17 06:36:00
Part 53,114,56,159,146,79,63,0,80,139,198,154,0,0,2021-10-18 16:38:00
Part 53,71,126,163,104,0,0,45,48,67,144,106,0,0,2021-10-19 15:57:00
Part 53,135,165,100,0,0,52,53,99,123,97,0,0,100,2021-10-20 16:01:00
Part 53,195,117,0,0,38,69,98,114,104,0,0,94,126,2021-10-21 15:01:00
Part 53,143,0,0,89,80,133,96,85,0,0,93,124,149,2021-10-22 16:03:00
Part 53,143,0,0,89,80,133,96,85,0,0,93,124,149,2021-10-23 07:08:00
Part 53,143,0,0,89,80,133,96,85,0,0,93,124,149,2021-10-24 06:33:00
Part 53,99,79,65,111,88,0,0,154,121,145,82,77,51,2021-10-25 17:29:00
Part 53,90,71,117,87,0,0,91,91,117,125,35,63,0,2021-10-26 06:33:00
Part 53,96,115,84,0,0,93,100,109,124,65,65,0,80,2021-10-27 06:39:00
Part 53,134,91,0,0,11,61,102,110,125,88,0,108,76,2021-10-28 16:26:00
Part 53,127,0,0,11,10,16,21,92,101,0,103,99,159,2021-10-29 15:38:00
Part 53,127,0,0,11,10,16,21,92,101,0,103,99,159,2021-10-30 07:04:00
Part 53,60,62,77,83,82,101,0,71,116,56,0,0,0,2021-11-01 07:03:00
