Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 77,0,0,0,0,0,0,0,41,62,64,63,62,68,2021-09-13 18:30:00
Part 77,0,41,63,64,0,0,62,63,67,71,70,44,0,2021-09-14 17:30:00
Part 77,0,0,0,0,0,41,62,73,25,30,54,0,64,2021-09-15 16:33:00
Part 77,0,0,0,0,41,63,72,52,37,40,0,40,41,2021-09-16 17:06:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-17 06:32:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-18 07:13:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-19 06:30:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-20 06:29:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-21 06:31:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-22 06:33:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-23 06:35:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-24 06:33:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-25 15:38:00
Part 77,0,0,0,41,63,72,52,37,40,0,41,41,41,2021-09-26 06:28:00
Part 77,42,135,96,40,41,41,0,37,41,40,33,13,0,2021-09-27 12:58:00
Part 77,105,167,88,23,25,0,39,39,27,12,97,0,0,2021-09-28 18:00:00
Part 77,157,154,43,0,0,50,30,24,27,28,16,0,0,2021-09-29 11:58:00
Part 77,161,73,0,0,48,49,33,25,28,28,0,12,0,2021-09-30 17:34:00
Part 77,147,0,0,53,49,51,50,52,52,0,53,51,115,2021-10-01 07:08:00
Part 77,0,0,126,46,52,48,53,52,0,53,51,67,120,2021-10-02 08:35:00
Part 77,0,0,126,46,52,48,53,52,0,53,51,67,120,2021-10-03 07:03:00
Part 77,126,46,52,48,53,53,0,52,52,67,120,14,0,2021-10-04 16:30:00
Part 77,99,48,50,51,53,0,53,51,53,49,95,33,0,2021-10-05 10:29:00
Part 77,77,49,50,0,0,0,51,53,52,53,52,0,54,2021-10-06 18:34:00
Part 77,51,67,0,0,0,47,48,45,34,48,0,52,53,2021-10-07 17:32:00
Part 77,63,0,0,0,112,70,49,52,53,0,43,52,28,2021-10-08 15:05:00
Part 77,63,0,0,0,112,70,49,52,53,0,43,52,28,2021-10-09 07:05:00
Part 77,63,0,0,0,112,70,49,52,53,0,43,52,28,2021-10-10 06:29:00
Part 77,63,0,0,0,112,70,49,52,53,0,43,52,28,2021-10-11 06:28:00
Part 77,112,72,49,51,53,0,46,50,36,40,22,0,0,2021-10-12 11:34:00
Part 77,118,62,51,52,0,52,43,44,39,43,7,0,0,2021-10-13 12:38:00
Part 77,113,85,0,0,65,56,54,29,26,21,0,24,24,2021-10-14 16:30:00
Part 77,103,0,0,75,59,58,36,26,21,0,23,25,22,2021-10-15 15:34:00
Part 77,0,0,86,61,49,54,28,26,0,19,25,23,20,2021-10-16 07:42:00
Part 77,0,0,86,61,49,54,28,26,0,19,25,23,20,2021-10-17 06:36:00
Part 77,86,61,49,54,28,26,0,19,25,23,20,38,21,2021-10-18 16:38:00
Part 77,82,58,54,31,31,0,25,23,24,22,21,30,0,2021-10-19 15:57:00
Part 77,76,45,50,0,0,34,27,23,24,23,21,0,37,2021-10-20 16:01:00
Part 77,56,99,0,0,84,19,21,19,9,0,0,0,0,2021-10-21 15:01:00
Part 77,90,0,0,66,39,19,20,19,10,0,0,0,0,2021-10-22 16:03:00
Part 77,90,0,0,66,39,19,20,19,10,0,0,0,0,2021-10-23 07:08:00
Part 77,90,0,0,66,39,19,20,19,10,0,0,0,0,2021-10-24 06:33:00
Part 77,83,40,19,39,34,39,0,49,49,79,81,0,0,2021-10-25 17:29:00
Part 77,68,35,26,34,0,0,37,42,49,55,81,56,0,2021-10-26 06:33:00
Part 77,56,24,34,0,0,33,40,47,48,69,84,0,18,2021-10-27 06:39:00
Part 77,45,23,0,0,36,37,41,47,48,82,0,145,216,2021-10-28 16:26:00
Part 77,26,0,0,35,33,39,48,43,43,0,45,43,45,2021-10-29 15:38:00
Part 77,26,0,0,35,33,39,48,43,43,0,45,43,45,2021-10-30 07:04:00
Part 77,30,35,38,43,46,45,0,40,36,42,43,61,59,2021-11-01 07:03:00
