Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 10,16,0,0,10,139,173,0,12,34,78,73,33,0,2021-09-13 18:30:00
Part 10,16,0,9,140,184,0,27,37,62,66,32,0,0,2021-09-14 17:30:00
Part 10,16,4,145,184,0,27,30,70,60,37,0,0,3,2021-09-15 16:33:00
Part 10,23,137,177,0,41,32,66,60,39,0,0,1,0,2021-09-16 17:06:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-17 06:32:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-18 07:13:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-19 06:30:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-20 06:29:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-21 06:31:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-22 06:33:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-23 06:35:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-24 06:33:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-25 15:38:00
Part 10,158,173,0,0,0,0,0,0,0,0,39,24,64,2021-09-26 06:28:00
Part 10,70,18,46,75,0,0,0,0,0,0,0,0,0,2021-09-27 12:58:00
Part 10,20,34,87,78,0,0,77,123,106,55,114,0,0,2021-09-28 18:00:00
Part 10,29,84,81,0,0,73,123,108,57,109,0,0,0,2021-09-29 11:58:00
Part 10,76,89,0,0,68,123,112,61,117,0,0,0,169,2021-09-30 17:34:00
Part 10,95,0,0,65,123,116,64,106,0,0,0,168,159,2021-10-01 07:08:00
Part 10,0,0,61,126,121,71,93,0,0,0,168,152,22,2021-10-02 08:35:00
Part 10,0,0,61,126,121,71,93,0,0,0,168,152,22,2021-10-03 07:03:00
Part 10,61,126,121,71,93,0,0,0,168,152,22,150,0,2021-10-04 16:30:00
Part 10,112,133,83,65,135,0,0,113,110,122,169,0,0,2021-10-05 10:29:00
Part 10,151,94,50,142,0,0,112,110,123,162,0,0,178,2021-10-06 18:34:00
Part 10,118,51,142,0,0,110,109,121,160,0,0,177,194,2021-10-07 17:32:00
Part 10,73,131,0,0,110,94,95,140,0,0,154,177,183,2021-10-08 15:05:00
Part 10,73,131,0,0,110,94,95,140,0,0,154,177,183,2021-10-09 07:05:00
Part 10,73,131,0,0,110,94,95,140,0,0,154,177,183,2021-10-10 06:29:00
Part 10,73,131,0,0,110,94,95,140,0,0,154,177,183,2021-10-11 06:28:00
Part 10,145,101,93,123,0,0,152,174,181,175,151,0,0,2021-10-12 11:34:00
Part 10,118,102,112,148,0,166,181,175,156,150,0,0,161,2021-10-13 12:38:00
Part 10,108,114,145,0,161,182,179,158,149,0,0,204,189,2021-10-14 16:30:00
Part 10,114,153,0,156,183,119,26,103,0,0,160,169,124,2021-10-15 15:34:00
Part 10,161,0,158,178,159,33,30,0,0,80,136,109,110,2021-10-16 07:42:00
Part 10,161,0,158,178,159,33,30,0,0,80,136,109,110,2021-10-17 06:36:00
Part 10,169,181,168,36,29,0,0,71,129,117,111,89,0,2021-10-18 16:38:00
Part 10,180,188,44,26,40,0,114,153,150,114,133,0,0,2021-10-19 15:57:00
Part 10,195,76,24,36,0,94,156,150,123,120,0,0,0,2021-10-20 16:01:00
Part 10,104,22,41,0,93,154,150,123,120,0,0,0,0,2021-10-21 15:01:00
Part 10,19,53,0,85,155,151,127,117,0,0,155,182,186,2021-10-22 16:03:00
Part 10,19,53,0,85,155,151,127,117,0,0,155,182,186,2021-10-23 07:08:00
Part 10,19,53,0,85,155,151,127,117,0,0,155,182,186,2021-10-24 06:33:00
Part 10,78,149,148,136,141,0,0,118,130,163,159,154,0,2021-10-25 17:29:00
Part 10,155,148,142,131,137,0,142,176,162,169,182,0,0,2021-10-26 06:33:00
Part 10,161,147,132,138,0,122,92,173,165,184,0,0,201,2021-10-27 06:39:00
Part 10,178,132,142,0,115,124,123,138,181,0,0,214,161,2021-10-28 16:26:00
Part 10,156,152,0,103,130,136,133,154,0,0,159,168,164,2021-10-29 15:38:00
Part 10,156,152,0,103,130,136,133,154,0,0,159,168,164,2021-10-30 07:04:00
Part 10,104,132,135,133,155,0,0,159,161,171,73,94,0,2021-11-01 07:03:00
