Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 97,127,22,16,1,0,0,0,0,0,0,0,0,0,2021-09-13 18:30:00
Part 97,32,19,0,0,0,0,0,0,0,0,0,0,0,2021-09-14 17:30:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-15 16:33:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-16 17:06:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-17 06:32:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-18 07:13:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-19 06:30:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-20 06:29:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-21 06:31:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-22 06:33:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-23 06:35:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-24 06:33:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-25 15:38:00
Part 97,28,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-26 06:28:00
Part 97,26,2,50,83,76,0,0,76,93,67,63,61,0,2021-09-27 12:58:00
Part 97,10,29,94,94,0,0,103,112,85,80,68,0,0,2021-09-28 18:00:00
Part 97,23,94,94,0,0,103,116,96,95,80,0,0,62,2021-09-29 11:58:00
Part 97,107,101,0,0,99,120,97,97,81,0,0,59,13,2021-09-30 17:34:00
Part 97,105,0,0,94,121,108,94,82,0,0,66,76,106,2021-10-01 07:08:00
Part 97,0,0,100,117,109,97,82,0,0,66,74,108,95,2021-10-02 08:35:00
Part 97,0,0,100,117,109,97,82,0,0,66,74,108,95,2021-10-03 07:03:00
Part 97,100,117,109,97,82,0,0,66,74,108,95,101,0,2021-10-04 16:30:00
Part 97,118,109,98,83,0,0,68,74,111,96,95,0,0,2021-10-05 10:29:00
Part 97,118,98,83,0,0,0,67,74,112,93,0,0,99,2021-10-06 18:34:00
Part 97,106,85,0,0,0,64,74,143,137,0,0,6,64,2021-10-07 17:32:00
Part 97,99,0,0,0,66,76,96,80,0,0,88,89,80,2021-10-08 15:05:00
Part 97,99,0,0,0,66,76,96,80,0,0,88,89,80,2021-10-09 07:05:00
Part 97,99,0,0,0,66,76,96,80,0,0,88,89,80,2021-10-10 06:29:00
Part 97,99,0,0,0,66,76,96,80,0,0,88,89,80,2021-10-11 06:28:00
Part 97,85,76,91,81,88,0,89,84,43,102,71,0,0,2021-10-12 11:34:00
Part 97,91,89,83,133,0,84,146,46,36,73,0,0,123,2021-10-13 12:38:00
Part 97,99,114,144,0,126,137,56,79,73,0,0,75,119,2021-10-14 16:30:00
Part 97,129,138,0,103,140,85,91,95,0,0,109,124,140,2021-10-15 15:34:00
Part 97,162,0,92,121,99,99,104,0,0,127,86,129,117,2021-10-16 07:42:00
Part 97,162,0,92,121,99,99,104,0,0,127,86,129,117,2021-10-17 06:36:00
Part 97,114,115,101,99,106,0,0,125,90,124,121,102,0,2021-10-18 16:38:00
Part 97,126,107,94,107,0,0,126,93,122,123,94,0,0,2021-10-19 15:57:00
Part 97,127,120,101,0,0,124,83,130,112,92,0,0,87,2021-10-20 16:01:00
Part 97,140,102,0,0,137,146,136,112,70,0,0,93,90,2021-10-21 15:01:00
Part 97,107,0,0,31,1,0,0,0,0,0,24,133,162,2021-10-22 16:03:00
Part 97,107,0,0,31,1,0,0,0,0,0,24,133,162,2021-10-23 07:08:00
Part 97,107,0,0,31,1,0,0,0,0,0,24,133,162,2021-10-24 06:33:00
Part 97,37,1,0,0,34,0,0,113,118,146,148,146,0,2021-10-25 17:29:00
Part 97,7,0,0,23,0,0,120,114,88,69,74,0,0,2021-10-26 06:33:00
Part 97,5,0,21,0,0,127,114,104,52,83,0,0,138,2021-10-27 06:39:00
Part 97,4,22,0,0,100,98,103,59,65,0,0,122,139,2021-10-28 16:26:00
Part 97,3,0,0,0,0,0,8,85,0,0,127,105,79,2021-10-29 15:38:00
Part 97,3,0,0,0,0,0,8,85,0,0,127,105,79,2021-10-30 07:04:00
Part 97,1,0,0,0,0,0,0,0,0,0,0,53,0,2021-11-01 07:03:00
