Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 60,898,796,856,832,832,832,0,905,831,866,302,498,0,2021-09-13 18:30:00
Part 60,932,843,878,872,0,0,854,875,909,833,517,273,0,2021-09-14 17:30:00
Part 60,961,852,885,0,0,837,860,912,889,506,365,0,396,2021-09-15 16:33:00
Part 60,1043,883,0,0,827,851,909,882,828,886,0,810,772,2021-09-16 17:06:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-17 06:32:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-18 07:13:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-19 06:30:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-20 06:29:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-21 06:31:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-22 06:33:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-23 06:35:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-24 06:33:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-25 15:38:00
Part 60,1124,0,0,0,0,0,0,853,863,0,839,825,794,2021-09-26 06:28:00
Part 60,1004,859,785,682,695,671,0,658,651,674,770,896,713,2021-09-27 12:58:00
Part 60,1086,806,650,632,0,0,642,623,653,658,721,749,0,2021-09-28 18:00:00
Part 60,1131,724,623,0,0,635,640,657,671,677,610,0,630,2021-09-29 11:58:00
Part 60,1013,706,0,0,718,721,733,723,658,647,0,539,510,2021-09-30 17:34:00
Part 60,855,0,0,647,655,654,662,675,639,0,654,651,512,2021-10-01 07:08:00
Part 60,0,0,860,706,681,663,670,653,0,655,647,583,358,2021-10-02 08:35:00
Part 60,0,0,860,706,681,663,670,653,0,655,647,583,358,2021-10-03 07:03:00
Part 60,860,706,681,663,670,653,0,655,647,583,358,407,0,2021-10-04 16:30:00
Part 60,590,353,358,323,0,0,0,686,652,643,649,630,0,2021-10-05 10:29:00
Part 60,656,357,321,0,0,0,673,645,648,647,672,0,664,2021-10-06 18:34:00
Part 60,689,312,0,0,0,686,648,646,653,652,0,650,621,2021-10-07 17:32:00
Part 60,636,0,0,0,662,674,655,644,0,0,646,653,625,2021-10-08 15:05:00
Part 60,636,0,0,0,662,674,655,644,0,0,646,653,625,2021-10-09 07:05:00
Part 60,636,0,0,0,662,674,655,644,0,0,646,653,625,2021-10-10 06:29:00
Part 60,636,0,0,0,662,674,655,644,0,0,646,653,625,2021-10-11 06:28:00
Part 60,929,679,645,642,0,0,658,648,653,666,602,540,0,2021-10-12 11:34:00
Part 60,828,662,653,0,0,658,654,660,641,649,598,0,593,2021-10-13 12:38:00
Part 60,784,672,0,0,648,665,666,625,654,630,0,575,585,2021-10-14 16:30:00
Part 60,759,0,0,675,665,665,624,650,655,0,648,634,580,2021-10-15 15:34:00
Part 60,0,0,798,670,656,670,704,672,0,652,648,533,630,2021-10-16 07:42:00
Part 60,0,0,798,670,656,670,704,672,0,652,648,533,630,2021-10-17 06:36:00
Part 60,798,670,656,670,704,672,0,652,648,533,630,69,0,2021-10-18 16:38:00
Part 60,729,667,665,707,0,0,671,665,646,546,591,0,0,2021-10-19 15:57:00
Part 60,763,677,707,0,0,671,663,648,651,637,0,0,726,2021-10-20 16:01:00
Part 60,743,694,0,0,677,671,662,647,623,0,0,732,747,2021-10-21 15:01:00
Part 60,732,0,0,539,523,549,645,741,0,0,786,755,787,2021-10-22 16:03:00
Part 60,732,0,0,539,523,549,645,741,0,0,786,755,787,2021-10-23 07:08:00
Part 60,732,0,0,539,523,549,645,741,0,0,786,755,787,2021-10-24 06:33:00
Part 60,329,267,252,260,308,0,0,650,648,646,650,675,782,2021-10-25 17:29:00
Part 60,355,252,261,336,0,0,727,737,731,734,727,616,0,2021-10-26 06:33:00
Part 60,372,257,346,0,0,730,730,732,738,717,748,0,715,2021-10-27 06:39:00
Part 60,357,358,0,0,865,863,769,746,731,736,0,558,531,2021-10-28 16:26:00
Part 60,456,0,0,761,828,821,815,653,771,0,715,720,610,2021-10-29 15:38:00
Part 60,456,0,0,761,828,821,815,653,771,0,715,720,610,2021-10-30 07:04:00
Part 60,938,804,812,815,715,770,0,716,721,630,400,602,215,2021-11-01 07:03:00
