Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 50,108,97,32,14,3,29,0,18,36,76,37,0,0,2021-09-13 18:30:00
Part 50,104,48,17,12,0,0,63,102,0,14,6,0,0,2021-09-14 17:30:00
Part 50,58,7,27,0,0,56,107,0,0,108,123,0,0,2021-09-15 16:33:00
Part 50,14,29,0,0,55,108,0,0,69,59,0,58,45,2021-09-16 17:06:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-17 06:32:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-18 07:13:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-19 06:30:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-20 06:29:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-21 06:31:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-22 06:33:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-23 06:35:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-24 06:33:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-25 15:38:00
Part 50,34,0,0,0,0,0,0,40,123,0,0,0,25,2021-09-26 06:28:00
Part 50,43,0,1,6,39,58,0,51,61,39,30,0,0,2021-09-27 12:58:00
Part 50,3,4,3,37,0,0,59,46,61,38,77,93,0,2021-09-28 18:00:00
Part 50,5,5,39,0,0,63,59,49,53,67,119,0,179,2021-09-29 11:58:00
Part 50,9,47,0,0,67,69,84,111,43,81,0,121,49,2021-09-30 17:34:00
Part 50,23,0,0,47,89,56,57,111,42,0,39,93,117,2021-10-01 07:08:00
Part 50,0,0,42,74,71,53,105,59,0,39,95,69,50,2021-10-02 08:35:00
Part 50,0,0,42,74,71,53,105,59,0,39,95,69,50,2021-10-03 07:03:00
Part 50,42,74,71,53,105,59,0,39,95,69,50,0,0,2021-10-04 16:30:00
Part 50,36,41,23,64,0,0,0,57,107,60,30,88,0,2021-10-05 10:29:00
Part 50,63,23,56,0,0,0,65,103,64,26,73,0,61,2021-10-06 18:34:00
Part 50,38,47,0,0,0,73,103,65,23,71,0,66,58,2021-10-07 17:32:00
Part 50,48,0,0,0,73,103,77,23,0,0,63,74,47,2021-10-08 15:05:00
Part 50,48,0,0,0,73,103,77,23,0,0,63,74,47,2021-10-09 07:05:00
Part 50,48,0,0,0,73,103,77,23,0,0,63,74,47,2021-10-10 06:29:00
Part 50,48,0,0,0,73,103,77,23,0,0,63,74,47,2021-10-11 06:28:00
Part 50,100,87,97,18,0,0,64,83,33,88,110,143,0,2021-10-12 11:34:00
Part 50,81,84,48,0,0,55,94,36,70,108,75,0,93,2021-10-13 12:38:00
Part 50,95,51,0,0,50,89,26,82,114,74,0,84,35,2021-10-14 16:30:00
Part 50,61,0,0,36,77,48,63,114,80,0,60,53,34,2021-10-15 15:34:00
Part 50,0,0,39,76,51,53,113,53,0,89,62,27,44,2021-10-16 07:42:00
Part 50,0,0,39,76,51,53,113,53,0,89,62,27,44,2021-10-17 06:36:00
Part 50,39,76,51,53,113,53,0,89,62,27,44,0,0,2021-10-18 16:38:00
Part 50,77,65,37,98,0,0,66,83,86,4,67,0,0,2021-10-19 15:57:00
Part 50,76,37,100,0,0,63,77,85,9,70,0,0,54,2021-10-20 16:01:00
Part 50,36,86,0,0,77,71,83,21,62,0,0,63,9,2021-10-21 15:01:00
Part 50,87,0,0,102,97,60,46,35,0,0,39,9,18,2021-10-22 16:03:00
Part 50,87,0,0,102,97,60,46,35,0,0,39,9,18,2021-10-23 07:08:00
Part 50,87,0,0,102,97,60,46,35,0,0,39,9,18,2021-10-24 06:33:00
Part 50,95,49,94,33,57,0,0,43,40,24,140,155,89,2021-10-25 17:29:00
Part 50,71,75,46,40,0,0,66,34,0,4,171,183,0,2021-10-26 06:33:00
Part 50,92,44,42,0,0,55,33,0,6,92,82,0,85,2021-10-27 06:39:00
Part 50,67,16,0,0,42,28,35,9,10,106,0,122,268,2021-10-28 16:26:00
Part 50,32,0,0,43,7,5,16,34,11,0,24,87,121,2021-10-29 15:38:00
Part 50,32,0,0,43,7,5,16,34,11,0,24,87,121,2021-10-30 07:04:00
Part 50,61,41,17,9,10,48,0,119,65,194,239,0,0,2021-11-01 07:03:00
