Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 72,0,0,40,47,43,25,0,25,17,0,0,0,0,2021-09-13 18:30:00
Part 72,0,40,47,43,0,0,25,25,17,0,0,0,0,2021-09-14 17:30:00
Part 72,40,47,43,0,0,25,25,17,0,0,0,0,0,2021-09-15 16:33:00
Part 72,47,48,0,0,34,22,11,0,0,0,0,25,84,2021-09-16 17:06:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-17 06:32:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-18 07:13:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-19 06:30:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-20 06:29:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-21 06:31:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-22 06:33:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-23 06:35:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-24 06:33:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-25 15:38:00
Part 72,48,0,0,40,33,9,0,0,0,0,0,82,87,2021-09-26 06:28:00
Part 72,51,30,15,3,9,16,0,4,44,88,81,50,0,2021-09-27 12:58:00
Part 72,46,25,8,1,15,0,19,28,32,32,30,34,0,2021-09-28 18:00:00
Part 72,40,16,4,0,0,8,16,26,29,31,32,0,33,2021-09-29 11:58:00
Part 72,31,16,0,0,0,10,38,10,20,31,0,30,34,2021-09-30 17:34:00
Part 72,24,0,0,4,1,34,23,7,32,0,32,31,31,2021-10-01 07:08:00
Part 72,0,0,11,0,16,26,20,39,0,15,9,36,33,2021-10-02 08:35:00
Part 72,0,0,11,0,16,26,20,39,0,15,9,36,33,2021-10-03 07:03:00
Part 72,11,0,16,26,20,39,0,15,9,36,33,51,47,2021-10-04 16:30:00
Part 72,1,2,21,22,26,0,41,4,21,33,34,60,0,2021-10-05 10:29:00
Part 72,3,20,23,0,0,0,25,42,61,3,0,0,0,2021-10-06 18:34:00
Part 72,21,24,0,0,0,23,33,32,43,0,0,0,0,2021-10-07 17:32:00
Part 72,26,0,0,0,13,32,35,27,32,0,20,15,0,2021-10-08 15:05:00
Part 72,26,0,0,0,13,32,35,27,32,0,20,15,0,2021-10-09 07:05:00
Part 72,26,0,0,0,13,32,35,27,32,0,20,15,0,2021-10-10 06:29:00
Part 72,26,0,0,0,13,32,35,27,32,0,20,15,0,2021-10-11 06:28:00
Part 72,15,32,35,26,31,0,20,24,9,0,0,47,0,2021-10-12 11:34:00
Part 72,37,35,28,31,0,20,24,9,0,0,46,0,12,2021-10-13 12:38:00
Part 72,39,26,0,0,33,29,23,42,15,0,0,0,4,2021-10-14 16:30:00
Part 72,32,0,0,32,32,21,43,17,0,0,0,4,0,2021-10-15 15:34:00
Part 72,0,0,36,33,17,45,19,0,0,0,4,0,0,2021-10-16 07:42:00
Part 72,0,0,36,33,17,45,19,0,0,0,4,0,0,2021-10-17 06:36:00
Part 72,36,33,17,45,19,0,0,0,4,0,0,35,15,2021-10-18 16:38:00
Part 72,38,16,40,31,6,0,0,0,0,4,126,167,0,2021-10-19 15:57:00
Part 72,29,25,41,0,0,14,0,0,2,1,61,0,70,2021-10-20 16:01:00
Part 72,18,46,0,0,22,0,0,0,12,51,0,57,54,2021-10-21 15:01:00
Part 72,42,0,0,34,0,0,62,48,30,0,28,33,42,2021-10-22 16:03:00
Part 72,42,0,0,34,0,0,62,48,30,0,28,33,42,2021-10-23 07:08:00
Part 72,42,0,0,34,0,0,62,48,30,0,28,33,42,2021-10-24 06:33:00
Part 72,42,4,0,47,56,30,0,28,32,39,61,80,58,2021-10-25 17:29:00
Part 72,19,0,12,35,0,0,31,34,34,40,55,103,0,2021-10-26 06:33:00
Part 72,8,0,32,0,0,32,30,36,37,47,95,0,77,2021-10-27 06:39:00
Part 72,1,15,0,0,37,28,38,32,34,34,0,46,42,2021-10-28 16:26:00
Part 72,10,0,0,37,30,36,38,35,35,0,47,35,29,2021-10-29 15:38:00
Part 72,10,0,0,37,30,36,38,35,35,0,47,35,29,2021-10-30 07:04:00
Part 72,35,32,32,39,36,35,0,40,42,31,25,19,42,2021-11-01 07:03:00
