Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 101,0,1,2,28,36,0,0,0,0,0,0,0,0,2021-09-13 18:30:00
Part 101,0,1,0,1,0,0,0,0,0,0,0,0,0,2021-09-14 17:30:00
Part 101,77,264,0,0,0,0,0,0,0,0,0,0,21,2021-09-15 16:33:00
Part 101,78,98,0,0,0,0,0,0,0,0,0,165,13,2021-09-16 17:06:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-17 06:32:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-18 07:13:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-19 06:30:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-20 06:29:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-21 06:31:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-22 06:33:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-23 06:35:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-24 06:33:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-25 15:38:00
Part 101,82,0,0,0,0,0,0,0,0,0,35,121,67,2021-09-26 06:28:00
Part 101,0,100,123,66,20,0,0,30,52,59,0,0,0,2021-09-27 12:58:00
Part 101,95,12,35,0,0,0,20,9,0,0,0,0,0,2021-09-28 18:00:00
Part 101,47,34,5,0,0,25,27,93,92,71,0,0,0,2021-09-29 11:58:00
Part 101,38,18,0,0,25,19,90,101,73,0,0,0,0,2021-09-30 17:34:00
Part 101,33,0,0,24,9,89,110,75,0,0,0,0,0,2021-10-01 07:08:00
Part 101,0,0,30,14,84,115,75,0,0,0,0,0,0,2021-10-02 08:35:00
Part 101,0,0,30,14,84,115,75,0,0,0,0,0,0,2021-10-03 07:03:00
Part 101,30,14,84,115,75,0,0,0,0,0,0,0,0,2021-10-04 16:30:00
Part 101,24,76,107,91,0,0,0,0,0,0,0,0,0,2021-10-05 10:29:00
Part 101,87,107,90,0,0,0,0,0,0,0,0,0,0,2021-10-06 18:34:00
Part 101,108,90,0,0,0,0,0,0,0,0,0,0,0,2021-10-07 17:32:00
Part 101,103,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-08 15:05:00
Part 101,103,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-09 07:05:00
Part 101,103,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-10 06:29:00
Part 101,103,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-11 06:28:00
Part 101,16,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-12 11:34:00
Part 101,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-13 12:38:00
Part 101,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-10-14 06:32:00
