Part Number,D일 투입예정 수량(D일계획),D+1일 투입예정 수량(Total),D+2일 투입예정 수량(Total),D+3일 투입예정 수량(Total),D+4일 투입예정 수량(Total),D+5일 투입예정 수량,D+6일 투입예정 수량,D+7일 투입예정 수량,D+8일 투입예정 수량,D+9일 투입예정 수량,D+10일 투입예정 수량,D+11일 투입예정 수량,D+12일 투입예정 수량,CRET_TIME
Part 82,0,0,0,0,0,0,0,102,93,92,94,92,97,2021-09-13 18:30:00
Part 82,0,100,93,90,0,0,94,92,97,98,94,99,0,2021-09-14 17:30:00
Part 82,0,0,0,0,0,101,93,91,98,93,95,0,94,2021-09-15 16:33:00
Part 82,0,0,0,0,100,94,91,97,97,100,0,97,94,2021-09-16 17:06:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-17 06:32:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-18 07:13:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-19 06:30:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-20 06:29:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-21 06:31:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-22 06:33:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-23 06:35:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-24 06:33:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-25 15:38:00
Part 82,0,0,0,100,93,92,96,97,100,0,97,94,101,2021-09-26 06:28:00
Part 82,99,84,99,99,100,90,0,96,104,102,101,65,0,2021-09-27 12:58:00
Part 82,91,99,98,97,91,0,94,101,105,105,64,0,0,2021-09-28 18:00:00
Part 82,88,99,98,0,0,94,93,105,105,105,98,0,0,2021-09-29 11:58:00
Part 82,93,96,0,0,97,95,95,102,105,105,0,97,0,2021-09-30 17:34:00
Part 82,93,0,0,97,100,95,94,100,105,0,105,96,0,2021-10-01 07:08:00
Part 82,0,0,103,98,99,95,94,101,0,105,105,85,0,2021-10-02 08:35:00
Part 82,0,0,103,98,99,95,94,101,0,105,105,85,0,2021-10-03 07:03:00
Part 82,103,98,99,94,94,100,0,105,105,87,0,0,0,2021-10-04 16:30:00
Part 82,104,95,98,99,96,0,94,101,105,105,85,0,0,2021-10-05 10:29:00
Part 82,121,98,98,0,0,0,100,95,96,102,105,0,105,2021-10-06 18:34:00
Part 82,96,97,0,0,0,30,30,29,30,99,0,92,99,2021-10-07 17:32:00
Part 82,101,0,0,0,99,101,93,97,103,0,105,105,78,2021-10-08 15:05:00
Part 82,101,0,0,0,99,101,93,97,103,0,105,105,78,2021-10-09 07:05:00
Part 82,101,0,0,0,99,101,93,97,103,0,105,105,78,2021-10-10 06:29:00
Part 82,101,0,0,0,99,101,93,97,103,0,105,105,78,2021-10-11 06:28:00
Part 82,103,100,93,95,102,0,105,105,80,3,0,0,0,2021-10-12 11:34:00
Part 82,99,99,91,97,0,105,105,105,70,100,100,0,100,2021-10-13 12:38:00
Part 82,96,93,0,0,88,91,96,97,99,99,0,103,100,2021-10-14 16:30:00
Part 82,96,0,0,93,88,91,96,97,99,0,99,103,100,2021-10-15 15:34:00
Part 82,0,0,96,93,88,91,96,97,0,99,99,103,100,2021-10-16 07:42:00
Part 82,0,0,96,93,88,91,96,97,0,99,99,103,100,2021-10-17 06:36:00
Part 82,96,93,88,90,95,97,0,99,99,103,100,105,105,2021-10-18 16:38:00
Part 82,96,93,88,90,95,0,97,99,99,103,100,105,0,2021-10-19 15:57:00
Part 82,96,93,88,0,0,91,96,97,99,99,103,0,100,2021-10-20 16:01:00
Part 82,87,88,0,0,83,85,98,100,105,105,0,105,105,2021-10-21 15:01:00
Part 82,82,0,0,90,84,86,99,100,105,0,105,105,105,2021-10-22 16:03:00
Part 82,82,0,0,90,84,86,99,100,105,0,105,105,105,2021-10-23 07:08:00
Part 82,82,0,0,90,84,86,99,100,105,0,105,105,105,2021-10-24 06:33:00
Part 82,82,82,76,81,94,96,0,101,101,101,101,101,105,2021-10-25 17:29:00
Part 82,82,82,76,81,0,0,95,95,102,101,101,101,0,2021-10-26 06:33:00
Part 82,83,82,76,0,0,81,95,96,102,101,101,0,101,2021-10-27 06:39:00
Part 82,83,82,0,0,76,81,95,94,86,97,0,98,96,2021-10-28 16:26:00
Part 82,87,0,0,81,77,81,94,93,88,0,97,98,96,2021-10-29 15:38:00
Part 82,87,0,0,81,77,81,94,93,88,0,97,98,96,2021-10-30 07:04:00
Part 82,90,80,79,83,93,94,0,87,97,98,97,103,105,2021-11-01 07:03:00
