part_number,pred_day,train_evaluate,val_evaluate,test_evaluate,mae,mse,rmse
6.0,1.0,0.9639948272641261,-9.906043613803377,-0.8839540443187799,8.108512115478515,82.61139173132251,9.089080906853152
6.0,2.0,0.9656502906954719,-8.470511873690764,-4.270632581709086,13.801460266113281,229.30505952724747,15.142822046344184
6.0,3.0,0.9607565431608351,-14.890804480161519,-4.636989448857842,14.056906806098091,245.24381390624006,15.660262255346813
6.0,4.0,0.9599860111496755,-10.390007978837117,-4.159688188232665,12.779642740885416,224.47832640805024,14.982600789183774
6.0,5.0,0.9605129808088756,-5.4052030492922665,-3.2067478115002856,11.59815894232856,183.0194766164641,13.528469115774486
6.0,6.0,0.4597182562896426,-2.7539511887346038,-1.3121413761216463,8.733978271484375,100.59241953157147,10.029577235934298
6.0,7.0,0.10362754068392344,-0.6959101014382756,-2.3194432703994354,9.31793212890625,138.1199626399757,11.752444964345747
15.0,1.0,0.9833650550812124,-24.481098759086453,-2.6061720862427604,10.469316864013672,196.75275141560124,14.026858216136686
15.0,2.0,0.9726622145814554,-1.9821723308459038,-1.7873811718996993,9.335299279954699,159.67219332844383,12.636146300531813
15.0,3.0,0.9653684701190742,-2.525781438086884,-1.5910195956353665,10.099553796980116,148.42382820862684,12.182931839611795
15.0,4.0,0.9373859657054029,-5.402422610589515,-3.4954505394624826,13.80380376180013,257.51715727496696,16.047341127893024
15.0,5.0,0.6909227303939612,-3.8625671973563174,-1.9585799876252592,11.337562772962782,169.4791383224854,13.018415353739694
15.0,6.0,0.655186599395492,-4.61624792327869,-5.232382467226423,16.039097997877334,357.0154707691818,18.894853023222534
15.0,7.0,0.5168393038527972,-3.8303458353850193,-1.9604496279873551,11.300090074539185,176.8868706010503,13.299882352902612
16.0,1.0,0.8103124980446212,-5.2100970055619005,-0.8102234546037794,8.014591217041016,113.971675608441,10.675751758468394
16.0,2.0,0.6518157761869878,-2.1609152540321164,-9.369933741899885,19.584711498684353,626.2927575635812,25.025841795303933
16.0,3.0,0.6292899224614605,-1.9646049729766277,-3.2190103253409665,12.786019219292534,254.80740246922426,15.962687820953722
16.0,4.0,0.6048042501711595,-53.34594866250235,-5.610588892378938,18.25307295057509,399.246928141627,19.981164333982818
16.0,5.0,0.6352468020900106,-54.50193141071825,-4.027386645224955,14.96781497531467,303.6293082574169,17.424962216814613
16.0,6.0,0.3907730437269038,-63.37142534890151,-10.684630282071378,22.450423770480686,705.6939569021067,26.564900844951534
16.0,7.0,0.15511905947330606,-91.2066551255986,-6.369704866274298,17.3484206199646,401.6488812833031,20.041179638017898
29.0,1.0,0.9115782964045168,-12.237357282398243,-0.04568547273358248,6.56641845703125,55.379557765088975,7.44174426899292
29.0,2.0,0.8695759254649066,-3.5968334102862025,-38.378999950626074,31.258738199869793,2279.1207845561826,47.74013808689898
29.0,3.0,0.848478880762256,-60.88771485144737,-78.8919748462058,67.17420789930556,4623.871367083449,67.99905416315325
29.0,4.0,0.8452413562696397,-35.90191647892929,-50.49120394758087,53.17680867513021,2980.1335028197823,54.59059903334806
29.0,5.0,0.8550774318029073,-0.4680384356173468,-0.9305371807945848,9.910909016927084,111.73296712214749,10.570381597754524
29.0,6.0,0.5166276899646984,-13.035543480229228,-18.80568194134417,29.813673231336807,1146.2843887719016,33.85682189414567
29.0,7.0,0.23643125130995346,-44.993411116725554,-60.589527915509706,60.87059783935547,3926.33181746793,62.66044858974383
94.0,1.0,0.9819776630301427,-0.09589498929068885,0.42476731801648937,4.3176837921142575,21.37564944516198,4.623380737637987
94.0,2.0,0.9824798184664308,-0.015816595346793694,0.33340348556916966,4.504592471652561,25.626935263731866,5.0623053309467485
94.0,3.0,0.9835849264914108,-0.11753430151624067,0.0067664977076418165,5.1623035007052955,38.18431017862167,6.179345449044071
94.0,4.0,0.9837516649876883,-0.012399296737601873,0.08324819112488824,5.344699223836263,35.24402201820057,5.936667585287268
94.0,5.0,0.982072471410786,-0.4649011119906781,-0.4776402841909948,7.006795247395833,56.807054611692564,7.537045482925824
94.0,6.0,0.7887399181972587,-3.2157099255826243,-0.9260199171610974,7.4264110989040795,74.04475914307275,8.60492644611636
94.0,7.0,0.8218349476784814,0.22665990926743262,-0.7101416040294446,7.3626508712768555,67.12305566319992,8.192866144591886
