part_number,pred_day,train_evaluate,val_evaluate,test_evaluate,mae,mse,rmse
6.0,1.0,0.0,-10.803738317757007,-1.0390535917901937,6.9,89.4125,9.45581831466743
6.0,2.0,0.0,-2.8961237011938508,-1.2861321977083557,7.645161290322575,99.46086252745972,9.973006694445749
6.0,3.0,0.0,-2.682266009852216,-1.1989216799091937,7.444444444444445,95.66666666666667,9.780933834080807
6.0,4.0,0.0,-2.211339031339031,-1.0593671963677638,7.299999999999999,89.59518518518513,9.465473320715933
6.0,5.0,0.0,-2.019817677368213,-0.9705542156316256,7.203065134099619,85.73127229488712,9.259118332481075
6.0,6.0,0.0,-1.8242412349555197,-0.8797114972549742,7.099206349206347,81.77905328798178,9.04317716778687
6.0,7.0,0.0,-0.3068181818181823,-0.9767179872324447,7.5,82.25,9.069178573608527
15.0,1.0,0.0,-16.52835648148148,-0.5760637658082848,6.725,85.9900390625,9.273081422186479
15.0,2.0,0.0,-3.04525387157985,-0.6090781872331263,7.211469534050179,92.1743554168112,9.600747648845438
15.0,3.0,0.0,-3.122569444444445,-0.5760538793103451,7.107407407407408,90.28259259259261,9.501715244764632
15.0,4.0,0.0,-2.6633374947981685,-0.6168642241379314,7.240740740740741,92.62037037037038,9.623947753929796
15.0,5.0,0.0,-2.730337078651686,-0.5827586206896553,7.111111111111111,90.66666666666667,9.521904571390467
15.0,6.0,0.0,-2.803045937476113,-0.5472931144440538,7.091269841269841,88.63506235827667,9.414619607731195
15.0,7.0,0.0,-0.9100210004846268,-0.7545043121851249,8.160714285714286,104.83163265306123,10.23873198462882
16.0,1.0,0.0,-1.9861225328947367,-3.642521665541615,15.14375,292.2931640625,17.096583403197844
16.0,2.0,0.0,-2.180419870078701,-4.037990416088448,15.61648745519713,304.2697421667244,17.44332944614429
16.0,3.0,0.0,-1.7524271844660197,-3.8143008994276375,15.177777777777777,290.76,17.051686133634995
16.0,4.0,0.0,-18.999999999999996,-3.6159035159443986,14.777777777777779,278.77777777777777,16.69663971515759
16.0,5.0,0.0,-15.334188622567119,-3.3835145929727783,14.29501915708812,264.7426344299114,16.270913755223194
16.0,6.0,0.0,-11.842105263157901,-3.143090760425184,13.777777777777779,250.22222222222223,15.81841402360623
16.0,7.0,0.0,-7.9441460794844225,-3.763363602321661,14.32142857142857,259.6033163265305,16.11221016268502
29.0,1.0,0.0,-6.728917253521126,-7.355908350641997,19.7375,442.52890625,21.036371033284233
29.0,2.0,0.0,-5.769458896982308,-5.974326373622469,18.59498207885306,403.6499017227431,20.091040334505905
29.0,3.0,0.0,-4.480888888888888,-4.447815699658702,16.044444444444448,315.3007407407409,17.75670973859574
29.0,4.0,0.0,-2.3089620253164562,-2.7916723549488074,12.711111111111133,219.44888888888943,14.813807373153244
29.0,5.0,0.0,-1.5217598097502982,-1.6830930186313235,9.869731800766285,155.28814902893384,12.461466568142525
29.0,6.0,0.0,-0.8597778351847079,-0.8049209444870111,6.8888888888888955,104.4625850340137,10.220693960490829
29.0,7.0,0.0,-0.6042912633331281,-0.26002400960384175,5.642857142857139,80.32653061224477,8.962506937918919
94.0,1.0,0.0,-0.07903225806451619,-0.06675524757804063,5.6,39.640625,6.296080129731514
94.0,2.0,0.0,-0.009584179021439931,-0.019247772972517785,5.534050179211469,39.18441438316568,6.259745552589632
94.0,3.0,0.0,-0.003369086908690866,-0.012745664739884255,5.551851851851852,38.93444444444444,6.239747145874137
94.0,4.0,0.0,-0.06588756086764058,-0.004161849710982768,5.5851851851851855,38.60444444444445,6.2132474958305375
94.0,5.0,0.0,-0.09152924568077281,-0.0012406095138595141,5.60536398467433,38.49213898797728,6.204203332256066
94.0,6.0,0.0,-0.12366859094235294,-1.4745782706437893e-05,5.626984126984127,38.445011337868486,6.200404126979828
94.0,7.0,0.0,-0.02975165970002447,-0.012998830105290349,5.678571428571429,39.76020408163265,6.305569290843821
