part_number,pred_day,train_evaluate,val_evaluate,test_evaluate,mae,mse,rmse
6.0,1.0,0.8511195703441478,-27.81922271353006,-2.448090154270706,10.435964081176424,151.1987532647705,12.296290223671955
6.0,2.0,0.8523780353371485,-7.072866292004065,-2.549412605809798,10.694926266495823,154.421358307083,12.426639059177788
6.0,3.0,0.8497707322296966,-7.732034409807836,-2.959141362020164,11.229726782678254,172.24708839208725,13.124293824510607
6.0,4.0,0.8478889045405142,-7.506360845524409,-2.5822473045734036,10.700867383308559,155.84987038662564,12.483984555686764
6.0,5.0,0.8435418361328655,-5.699243733263337,-2.872813698727243,11.141937219224351,168.4913021520347,12.980419952837995
6.0,6.0,0.41130191628647406,-4.892872082161821,-1.8625410601603947,9.499865763110588,124.53820612352132,11.159668728215964
6.0,7.0,0.08519121680211783,-1.5375253072795338,-2.135769370907403,9.41147654070637,130.4774036676002,11.422670601378655
15.0,1.0,0.8322378780219296,-16.97849110016425,-0.6849980278654992,7.3623468122646205,91.93349240034163,9.588195471533819
15.0,2.0,0.7702545466817949,-1.3998789674914458,0.22590619570440817,4.968655900330246,44.34315125841417,6.6590653442066605
15.0,3.0,0.7742311424196395,-2.6337102212706,-0.5069947729728899,8.700327753618886,86.32661415548404,9.291211662398185
15.0,4.0,0.7208353368508785,-4.084413424150934,-2.0755570941356014,11.50349036648994,176.18006070110113,13.273283719603869
15.0,5.0,0.5455918767597931,-2.681624279639404,-0.9170519482571136,9.126686360213691,109.81630913472846,10.479327704329531
15.0,6.0,0.44580812075474774,-4.245907637619619,-3.3711164489191026,12.589554728402025,250.3948188022794,15.82386864209506
15.0,7.0,0.4321503370751345,-3.8047765628017602,-1.0049359598635674,8.344967573494984,119.79492360184814,10.945086733409111
16.0,1.0,0.6772134956547747,0.7254752612449662,-0.7728167227057667,8.932518566051105,111.61654086155508,10.564872969494479
16.0,2.0,0.5526666035568162,0.032102598454715636,-6.518166420394874,16.925412697063987,454.06012504409523,21.308686610021162
16.0,3.0,0.5116633117567067,-0.13558815501449928,-2.7578838063005184,12.97716644896581,226.957624449656,15.065112825653049
16.0,4.0,0.4894407106685922,-35.38118954617707,-6.0769922493448,19.04317852158992,427.41538375055256,20.674026790892782
16.0,5.0,0.5407230863073197,-5.49103152700681,-3.130687523530413,14.151161494269486,249.47312796433067,15.794718356600432
16.0,6.0,0.32976210080111135,-32.111860511212505,-7.76215692488576,20.661150747483614,529.1910083523597,23.00415198072643
16.0,7.0,0.12554227139451657,-21.605992686484473,-4.071599124023804,14.692806234591856,276.40215225929734,16.62534668087548
29.0,1.0,0.8019913459008039,-0.9269661009404766,-0.08062692673413752,5.113096176967053,57.23000203983993,7.565051357382838
29.0,2.0,0.7544888136526675,-0.6231439639794336,-0.2399457830528342,5.3322260278716715,71.76377569076166,8.471350287336822
29.0,3.0,0.7276624968301477,-0.4905807598758889,-0.19690356697088207,4.977122081222408,69.27264101184551,8.323018743932126
29.0,4.0,0.7133781151163578,-0.30477762930880625,-0.1657395647750437,4.893537482542279,67.46897629216554,8.21395010285341
29.0,5.0,0.7416165695651233,-0.20390842764116646,-0.816947903725876,9.992950383393817,105.1586638600855,10.254689847093646
29.0,6.0,0.4457855615213443,-0.24591432195431007,-2.7799671323547503,11.557881561461752,218.77143106764333,14.790923942325014
29.0,7.0,0.20781486900270585,-2.115114143450253,-17.66649110943764,28.098407129093133,1189.98880822665,34.49621440428862
94.0,1.0,0.8215089542101036,0.1708525916480732,0.29141681954845944,4.120035030762632,26.33095098557926,5.1313693090226185
94.0,2.0,0.7631407410278666,-0.06718345730561026,0.0348334130353003,5.080856250003592,37.10529323219846,6.091411431860309
94.0,3.0,0.8511407513978526,-0.003693298291792768,0.13165707309566899,5.137496258980001,33.382961412099846,5.777799011050821
94.0,4.0,0.8376935542863638,-0.42369127161930487,0.15583108982628835,5.208213053349467,32.45360476890047,5.696806541291399
94.0,5.0,0.811934335807515,-1.2691849992239894,-0.4735310846002738,6.709140598225442,56.649083919077206,7.52655857075976
94.0,6.0,0.6793684296005514,-3.5508753006150364,-0.9658358522223511,7.740040638010246,75.57546720765927,8.693415163654574
94.0,7.0,0.6246523852398198,0.2538630794281077,-0.7945519199614397,7.951751867513094,70.43616285848654,8.392625504482286
