CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,65
2021-09-14,67
2021-09-15,60
2021-09-16,59
2021-09-17,40
2021-09-18,40
2021-09-19,40
2021-09-20,40
2021-09-21,40
2021-09-22,40
2021-09-23,40
2021-09-24,40
2021-09-25,40
2021-09-26,40
2021-09-27,27
2021-09-28,9
2021-09-29,3
2021-09-30,43
2021-10-01,74
2021-10-02,0
2021-10-03,0
2021-10-04,72
2021-10-05,44
2021-10-06,29
2021-10-07,23
2021-10-08,28
2021-10-09,28
2021-10-10,28
2021-10-11,28
2021-10-12,71
2021-10-13,71
2021-10-14,79
2021-10-15,88
2021-10-16,0
2021-10-20,65
2021-10-21,26
2021-10-22,18
2021-10-23,18
2021-10-24,18
2021-10-25,40
2021-10-26,39
2021-10-27,50
2021-10-28,51
2021-10-29,60
2021-10-30,60
2021-11-01,110
