CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,95
2021-09-14,43
2021-09-15,36
2021-09-16,33
2021-09-17,30
2021-09-18,30
2021-09-19,30
2021-09-20,30
2021-09-21,30
2021-09-22,30
2021-09-23,30
2021-09-24,30
2021-09-25,30
2021-09-26,30
2021-09-27,90
2021-09-28,105
2021-09-29,105
2021-09-30,86
2021-10-01,62
2021-10-02,0
2021-10-03,0
2021-10-04,63
2021-10-05,81
2021-10-06,89
2021-10-07,83
2021-10-08,82
2021-10-09,82
2021-10-10,82
2021-10-11,82
2021-10-12,127
2021-10-13,132
2021-10-14,110
2021-10-15,128
2021-10-16,130
2021-10-20,125
2021-10-21,107
2021-10-22,99
2021-10-23,99
2021-10-24,99
2021-10-25,66
2021-10-26,85
2021-10-27,95
2021-10-28,72
2021-10-29,60
2021-10-30,60
2021-11-01,57
