CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,261
2021-09-14,231
2021-09-15,196
2021-09-16,200
2021-09-17,228
2021-09-18,228
2021-09-19,228
2021-09-20,228
2021-09-21,228
2021-09-22,228
2021-09-23,228
2021-09-24,228
2021-09-25,228
2021-09-26,228
2021-09-27,215
2021-09-28,183
2021-09-29,243
2021-09-30,246
2021-10-01,187
2021-10-02,0
2021-10-03,0
2021-10-04,189
2021-10-05,127
2021-10-06,114
2021-10-07,93
2021-10-08,82
2021-10-09,82
2021-10-10,82
2021-10-11,82
2021-10-12,154
2021-10-13,215
2021-10-14,218
2021-10-15,231
2021-10-16,0
2021-10-20,147
2021-10-21,156
2021-10-22,192
2021-10-23,192
2021-10-24,192
2021-10-25,143
2021-10-26,182
2021-10-27,186
2021-10-28,187
2021-10-29,152
2021-10-30,152
2021-11-01,214
