CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,225
2021-09-14,289
2021-09-15,355
2021-09-16,342
2021-09-17,339
2021-09-18,339
2021-09-19,339
2021-09-20,339
2021-09-21,339
2021-09-22,339
2021-09-23,339
2021-09-24,339
2021-09-25,339
2021-09-26,339
2021-09-27,255
2021-09-28,223
2021-09-29,253
2021-09-30,273
2021-10-01,194
2021-10-02,0
2021-10-03,0
2021-10-04,218
2021-10-05,209
2021-10-06,110
2021-10-07,126
2021-10-08,101
2021-10-09,101
2021-10-10,101
2021-10-11,101
2021-10-12,134
2021-10-13,174
2021-10-14,209
2021-10-15,133
2021-10-16,98
2021-10-20,95
2021-10-21,116
2021-10-22,291
2021-10-23,291
2021-10-24,291
2021-10-25,146
2021-10-26,274
2021-10-27,323
2021-10-28,392
2021-10-29,299
2021-10-30,299
2021-11-01,269
