CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,0
2021-09-14,0
2021-09-15,0
2021-09-16,0
2021-09-17,0
2021-09-18,0
2021-09-19,0
2021-09-20,0
2021-09-21,0
2021-09-22,0
2021-09-23,0
2021-09-24,0
2021-09-25,0
2021-09-26,0
2021-09-27,277
2021-09-28,180
2021-09-29,13
2021-09-30,6
2021-10-01,64
2021-10-02,0
2021-10-03,0
2021-10-04,146
2021-10-05,245
2021-10-06,311
2021-10-07,253
2021-10-08,220
2021-10-09,220
2021-10-10,220
2021-10-11,220
2021-10-12,110
2021-10-13,151
2021-10-14,187
2021-10-15,171
2021-10-16,0
2021-10-20,221
2021-10-21,256
2021-10-22,145
2021-10-23,145
2021-10-24,145
2021-10-25,108
2021-10-26,166
2021-10-27,232
2021-10-28,277
2021-10-29,293
2021-10-30,293
2021-11-01,280
