CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,0
2021-09-14,0
2021-09-15,194
2021-09-16,212
2021-09-17,180
2021-09-18,180
2021-09-19,180
2021-09-20,180
2021-09-21,180
2021-09-22,180
2021-09-23,180
2021-09-24,180
2021-09-25,180
2021-09-26,180
2021-09-27,206
2021-09-28,201
2021-09-29,187
2021-09-30,159
2021-10-01,178
2021-10-02,0
2021-10-03,0
2021-10-04,199
2021-10-05,141
2021-10-06,141
2021-10-07,163
2021-10-08,139
2021-10-09,139
2021-10-10,139
2021-10-11,139
2021-10-12,144
2021-10-13,161
2021-10-14,168
2021-10-15,149
2021-10-16,0
2021-10-20,197
2021-10-21,196
2021-10-22,198
2021-10-23,198
2021-10-24,198
2021-10-25,228
2021-10-26,228
2021-10-27,207
2021-10-28,174
2021-10-29,156
2021-10-30,156
2021-11-01,132
