CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,216
2021-09-14,218
2021-09-15,137
2021-09-16,157
2021-09-17,132
2021-09-18,132
2021-09-19,132
2021-09-20,132
2021-09-21,132
2021-09-22,132
2021-09-23,132
2021-09-24,132
2021-09-25,132
2021-09-26,132
2021-09-27,93
2021-09-28,23
2021-09-29,66
2021-09-30,277
2021-10-01,275
2021-10-02,0
2021-10-03,0
2021-10-04,270
2021-10-05,165
2021-10-06,152
2021-10-07,123
2021-10-08,147
2021-10-09,147
2021-10-10,147
2021-10-11,147
2021-10-12,283
2021-10-13,229
2021-10-14,219
2021-10-15,213
2021-10-16,0
2021-10-20,271
2021-10-21,264
2021-10-22,276
2021-10-23,276
2021-10-24,276
2021-10-25,267
2021-10-26,234
2021-10-27,270
2021-10-28,274
2021-10-29,208
2021-10-30,208
2021-11-01,141
