CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,127
2021-09-14,32
2021-09-15,28
2021-09-16,28
2021-09-17,28
2021-09-18,28
2021-09-19,28
2021-09-20,28
2021-09-21,28
2021-09-22,28
2021-09-23,28
2021-09-24,28
2021-09-25,28
2021-09-26,28
2021-09-27,26
2021-09-28,10
2021-09-29,23
2021-09-30,107
2021-10-01,105
2021-10-02,0
2021-10-03,0
2021-10-04,100
2021-10-05,118
2021-10-06,118
2021-10-07,106
2021-10-08,99
2021-10-09,99
2021-10-10,99
2021-10-11,99
2021-10-12,85
2021-10-13,91
2021-10-14,99
2021-10-15,129
2021-10-16,162
2021-10-20,127
2021-10-21,140
2021-10-22,107
2021-10-23,107
2021-10-24,107
2021-10-25,37
2021-10-26,7
2021-10-27,5
2021-10-28,4
2021-10-29,3
2021-10-30,3
2021-11-01,1
