CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,46
2021-09-14,46
2021-09-15,48
2021-09-16,52
2021-09-17,58
2021-09-18,58
2021-09-19,58
2021-09-20,58
2021-09-21,58
2021-09-22,58
2021-09-23,58
2021-09-24,58
2021-09-25,58
2021-09-26,58
2021-09-27,0
2021-09-28,0
2021-09-29,0
2021-09-30,56
2021-10-01,64
2021-10-02,0
2021-10-03,0
2021-10-04,60
2021-10-05,62
2021-10-06,62
2021-10-07,56
2021-10-08,54
2021-10-09,54
2021-10-10,54
2021-10-11,54
2021-10-12,48
2021-10-13,54
2021-10-14,46
2021-10-15,44
2021-10-16,46
2021-10-20,44
2021-10-21,74
2021-10-22,90
2021-10-23,90
2021-10-24,90
2021-10-25,84
2021-10-26,82
2021-10-27,86
2021-10-28,82
2021-10-29,84
2021-10-30,84
2021-11-01,78
