CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,21
2021-09-14,17
2021-09-15,22
2021-09-16,20
2021-09-17,5
2021-09-18,5
2021-09-19,5
2021-09-20,5
2021-09-21,5
2021-09-22,5
2021-09-23,5
2021-09-24,5
2021-09-25,5
2021-09-26,5
2021-09-27,1
2021-09-28,1
2021-09-29,0
2021-09-30,0
2021-10-01,1
2021-10-02,0
2021-10-03,0
2021-10-04,8
2021-10-05,4
2021-10-06,8
2021-10-07,3
2021-10-08,14
2021-10-09,14
2021-10-10,14
2021-10-11,14
2021-10-12,26
2021-10-13,15
2021-10-14,6
2021-10-15,15
2021-10-16,0
2021-10-20,41
2021-10-21,28
2021-10-22,23
2021-10-23,23
2021-10-24,23
2021-10-25,23
2021-10-26,8
2021-10-27,12
2021-10-28,22
2021-10-29,17
2021-10-30,17
2021-11-01,15
