CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,70
2021-09-14,74
2021-09-15,48
2021-09-16,119
2021-09-17,66
2021-09-18,66
2021-09-19,66
2021-09-20,66
2021-09-21,66
2021-09-22,66
2021-09-23,66
2021-09-24,66
2021-09-25,66
2021-09-26,66
2021-09-27,10
2021-09-28,10
2021-09-29,30
2021-09-30,93
2021-10-01,83
2021-10-02,0
2021-10-03,0
2021-10-04,164
2021-10-05,93
2021-10-06,56
2021-10-07,60
2021-10-08,68
2021-10-09,68
2021-10-10,68
2021-10-11,68
2021-10-12,125
2021-10-13,103
2021-10-14,83
2021-10-15,109
2021-10-16,0
2021-10-20,135
2021-10-21,195
2021-10-22,143
2021-10-23,143
2021-10-24,143
2021-10-25,99
2021-10-26,90
2021-10-27,96
2021-10-28,134
2021-10-29,127
2021-10-30,127
2021-11-01,60
