CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,0
2021-09-14,0
2021-09-15,0
2021-09-16,0
2021-09-17,0
2021-09-18,0
2021-09-19,0
2021-09-20,0
2021-09-21,0
2021-09-22,0
2021-09-23,0
2021-09-24,0
2021-09-25,0
2021-09-26,0
2021-09-27,376
2021-09-28,271
2021-09-29,101
2021-09-30,99
2021-10-01,157
2021-10-02,0
2021-10-03,0
2021-10-04,249
2021-10-05,349
2021-10-06,432
2021-10-07,349
2021-10-08,321
2021-10-09,321
2021-10-10,321
2021-10-11,321
2021-10-12,213
2021-10-13,250
2021-10-14,283
2021-10-15,267
2021-10-16,0
2021-10-20,317
2021-10-21,343
2021-10-22,227
2021-10-23,227
2021-10-24,227
2021-10-25,190
2021-10-26,248
2021-10-27,315
2021-10-28,360
2021-10-29,380
2021-10-30,380
2021-11-01,370
