CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,104
2021-09-14,75
2021-09-15,23
2021-09-16,41
2021-09-17,62
2021-09-18,62
2021-09-19,62
2021-09-20,62
2021-09-21,62
2021-09-22,62
2021-09-23,62
2021-09-24,62
2021-09-25,62
2021-09-26,62
2021-09-27,55
2021-09-28,30
2021-09-29,15
2021-09-30,107
2021-10-01,144
2021-10-02,0
2021-10-03,0
2021-10-04,165
2021-10-05,175
2021-10-06,94
2021-10-07,74
2021-10-08,159
2021-10-09,159
2021-10-10,159
2021-10-11,159
2021-10-12,92
2021-10-13,32
2021-10-14,2
2021-10-15,2
2021-10-16,0
2021-10-20,0
2021-10-21,0
2021-10-22,0
2021-10-23,0
2021-10-24,0
2021-10-25,0
2021-10-26,0
2021-10-27,0
2021-10-28,0
2021-10-29,24
2021-10-30,24
2021-11-01,60
