CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,330
2021-09-14,409
2021-09-15,422
2021-09-16,428
2021-09-17,363
2021-09-18,363
2021-09-19,363
2021-09-20,363
2021-09-21,363
2021-09-22,363
2021-09-23,363
2021-09-24,363
2021-09-25,363
2021-09-26,363
2021-09-27,490
2021-09-28,420
2021-09-29,316
2021-09-30,327
2021-10-01,333
2021-10-02,0
2021-10-03,0
2021-10-04,290
2021-10-05,198
2021-10-06,278
2021-10-07,293
2021-10-08,244
2021-10-09,244
2021-10-10,244
2021-10-11,244
2021-10-12,359
2021-10-13,314
2021-10-14,297
2021-10-15,261
2021-10-16,0
2021-10-20,122
2021-10-21,221
2021-10-22,158
2021-10-23,158
2021-10-24,158
2021-10-25,55
2021-10-26,83
2021-10-27,125
2021-10-28,91
2021-10-29,184
2021-10-30,184
2021-11-01,239
