CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,422
2021-09-14,420
2021-09-15,401
2021-09-16,385
2021-09-17,384
2021-09-18,384
2021-09-19,384
2021-09-20,384
2021-09-21,384
2021-09-22,384
2021-09-23,384
2021-09-24,384
2021-09-25,384
2021-09-26,384
2021-09-27,404
2021-09-28,422
2021-09-29,483
2021-09-30,482
2021-10-01,452
2021-10-02,0
2021-10-03,0
2021-10-04,429
2021-10-05,279
2021-10-06,290
2021-10-07,281
2021-10-08,264
2021-10-09,264
2021-10-10,264
2021-10-11,264
2021-10-12,432
2021-10-13,393
2021-10-14,393
2021-10-15,411
2021-10-16,0
2021-10-20,426
2021-10-21,401
2021-10-22,408
2021-10-23,408
2021-10-24,408
2021-10-25,229
2021-10-26,306
2021-10-27,313
2021-10-28,323
2021-10-29,294
2021-10-30,294
2021-11-01,452
