CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,312
2021-09-14,326
2021-09-15,316
2021-09-16,354
2021-09-17,324
2021-09-18,324
2021-09-19,324
2021-09-20,324
2021-09-21,324
2021-09-22,324
2021-09-23,324
2021-09-24,324
2021-09-25,324
2021-09-26,324
2021-09-27,542
2021-09-28,522
2021-09-29,506
2021-09-30,500
2021-10-01,504
2021-10-02,0
2021-10-03,0
2021-10-04,512
2021-10-05,530
2021-10-06,498
2021-10-07,500
2021-10-08,494
2021-10-09,494
2021-10-10,494
2021-10-11,494
2021-10-12,452
2021-10-13,434
2021-10-14,424
2021-10-15,436
2021-10-16,420
2021-10-20,420
2021-10-21,438
2021-10-22,416
2021-10-23,416
2021-10-24,416
2021-10-25,416
2021-10-26,412
2021-10-27,418
2021-10-28,432
2021-10-29,414
2021-10-30,414
2021-11-01,434
