CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,90
2021-09-14,73
2021-09-15,71
2021-09-16,32
2021-09-17,10
2021-09-18,10
2021-09-19,10
2021-09-20,10
2021-09-21,10
2021-09-22,10
2021-09-23,10
2021-09-24,10
2021-09-25,10
2021-09-26,10
2021-09-27,16
2021-09-28,16
2021-09-29,8
2021-09-30,8
2021-10-01,0
2021-10-02,0
2021-10-03,0
2021-10-04,0
2021-10-05,0
2021-10-06,0
2021-10-07,22
2021-10-08,90
2021-10-09,90
2021-10-10,90
2021-10-11,90
2021-10-12,166
2021-10-13,142
2021-10-14,145
2021-10-15,136
2021-10-16,0
2021-10-20,156
2021-10-21,144
2021-10-22,155
2021-10-23,155
2021-10-24,155
2021-10-25,145
2021-10-26,163
2021-10-27,166
2021-10-28,164
2021-10-29,170
2021-10-30,170
2021-11-01,100
