CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,207
2021-09-14,138
2021-09-15,162
2021-09-16,303
2021-09-17,485
2021-09-18,485
2021-09-19,485
2021-09-20,485
2021-09-21,485
2021-09-22,485
2021-09-23,485
2021-09-24,485
2021-09-25,485
2021-09-26,485
2021-09-27,192
2021-09-28,236
2021-09-29,175
2021-09-30,168
2021-10-01,160
2021-10-02,0
2021-10-03,0
2021-10-04,191
2021-10-05,95
2021-10-06,108
2021-10-07,129
2021-10-08,130
2021-10-09,130
2021-10-10,130
2021-10-11,130
2021-10-12,179
2021-10-13,149
2021-10-14,185
2021-10-15,157
2021-10-16,0
2021-10-20,148
2021-10-21,141
2021-10-22,184
2021-10-23,184
2021-10-24,184
2021-10-25,105
2021-10-26,94
2021-10-27,84
2021-10-28,129
2021-10-29,125
2021-10-30,125
2021-11-01,244
