CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,1
2021-09-14,14
2021-09-15,15
2021-09-16,3
2021-09-17,19
2021-09-18,19
2021-09-19,19
2021-09-20,19
2021-09-21,19
2021-09-22,19
2021-09-23,19
2021-09-24,19
2021-09-25,19
2021-09-26,19
2021-09-27,116
2021-09-28,102
2021-09-29,47
2021-09-30,18
2021-10-01,47
2021-10-02,0
2021-10-03,0
2021-10-04,121
2021-10-05,122
2021-10-06,90
2021-10-07,119
2021-10-08,103
2021-10-09,103
2021-10-10,103
2021-10-11,103
2021-10-12,97
2021-10-13,142
2021-10-14,146
2021-10-15,66
2021-10-16,70
2021-10-20,60
2021-10-21,26
2021-10-22,23
2021-10-23,23
2021-10-24,23
2021-10-25,8
2021-10-26,21
2021-10-27,28
2021-10-28,14
2021-10-29,54
2021-10-30,54
2021-11-01,48
