CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,43
2021-09-14,20
2021-09-15,20
2021-09-16,31
2021-09-17,34
2021-09-18,34
2021-09-19,34
2021-09-20,34
2021-09-21,34
2021-09-22,34
2021-09-23,34
2021-09-24,34
2021-09-25,34
2021-09-26,34
2021-09-27,85
2021-09-28,89
2021-09-29,71
2021-09-30,81
2021-10-01,68
2021-10-02,0
2021-10-03,0
2021-10-04,57
2021-10-05,55
2021-10-06,60
2021-10-07,60
2021-10-08,52
2021-10-09,52
2021-10-10,52
2021-10-11,52
2021-10-12,51
2021-10-13,53
2021-10-14,54
2021-10-15,56
2021-10-16,37
2021-10-20,51
2021-10-21,54
2021-10-22,53
2021-10-23,53
2021-10-24,53
2021-10-25,64
2021-10-26,53
2021-10-27,63
2021-10-28,64
2021-10-29,70
2021-10-30,70
2021-11-01,75
