CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,0
2021-09-14,0
2021-09-15,5
2021-09-16,5
2021-09-17,5
2021-09-18,5
2021-09-19,5
2021-09-20,5
2021-09-21,5
2021-09-22,5
2021-09-23,5
2021-09-24,5
2021-09-25,5
2021-09-26,5
2021-09-27,5
2021-09-28,7
2021-09-29,5
2021-09-30,4
2021-10-01,0
2021-10-02,0
2021-10-03,0
2021-10-04,0
2021-10-05,0
2021-10-06,0
2021-10-07,2
2021-10-08,12
2021-10-09,12
2021-10-10,12
2021-10-11,12
2021-10-12,6
2021-10-13,18
2021-10-14,19
2021-10-15,13
2021-10-16,0
2021-10-20,8
2021-10-21,9
2021-10-22,16
2021-10-23,16
2021-10-24,16
2021-10-25,10
2021-10-26,4
2021-10-27,2
2021-10-28,1
2021-10-29,4
2021-10-30,4
2021-11-01,8
