CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,108
2021-09-14,104
2021-09-15,58
2021-09-16,14
2021-09-17,34
2021-09-18,34
2021-09-19,34
2021-09-20,34
2021-09-21,34
2021-09-22,34
2021-09-23,34
2021-09-24,34
2021-09-25,34
2021-09-26,34
2021-09-27,43
2021-09-28,3
2021-09-29,5
2021-09-30,9
2021-10-01,23
2021-10-02,0
2021-10-03,0
2021-10-04,42
2021-10-05,36
2021-10-06,63
2021-10-07,38
2021-10-08,48
2021-10-09,48
2021-10-10,48
2021-10-11,48
2021-10-12,100
2021-10-13,81
2021-10-14,95
2021-10-15,61
2021-10-16,0
2021-10-20,76
2021-10-21,36
2021-10-22,87
2021-10-23,87
2021-10-24,87
2021-10-25,95
2021-10-26,71
2021-10-27,92
2021-10-28,67
2021-10-29,32
2021-10-30,32
2021-11-01,61
