CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,898
2021-09-14,932
2021-09-15,961
2021-09-16,1043
2021-09-17,1124
2021-09-18,1124
2021-09-19,1124
2021-09-20,1124
2021-09-21,1124
2021-09-22,1124
2021-09-23,1124
2021-09-24,1124
2021-09-25,1124
2021-09-26,1124
2021-09-27,1004
2021-09-28,1086
2021-09-29,1131
2021-09-30,1013
2021-10-01,855
2021-10-02,0
2021-10-03,0
2021-10-04,860
2021-10-05,590
2021-10-06,656
2021-10-07,689
2021-10-08,636
2021-10-09,636
2021-10-10,636
2021-10-11,636
2021-10-12,929
2021-10-13,828
2021-10-14,784
2021-10-15,759
2021-10-16,0
2021-10-20,763
2021-10-21,743
2021-10-22,732
2021-10-23,732
2021-10-24,732
2021-10-25,329
2021-10-26,355
2021-10-27,372
2021-10-28,357
2021-10-29,456
2021-10-30,456
2021-11-01,938
