CRET_TIME,D일 투입예정 수량(D일계획)
2021-09-13,187
2021-09-14,212
2021-09-15,247
2021-09-16,248
2021-09-17,209
2021-09-18,209
2021-09-19,209
2021-09-20,209
2021-09-21,209
2021-09-22,209
2021-09-23,209
2021-09-24,209
2021-09-25,209
2021-09-26,209
2021-09-27,118
2021-09-28,87
2021-09-29,126
2021-09-30,195
2021-10-01,295
2021-10-02,0
2021-10-03,0
2021-10-04,230
2021-10-05,182
2021-10-06,167
2021-10-07,154
2021-10-08,134
2021-10-09,134
2021-10-10,134
2021-10-11,134
2021-10-12,239
2021-10-13,261
2021-10-14,236
2021-10-15,308
2021-10-16,303
2021-10-20,280
2021-10-21,239
2021-10-22,209
2021-10-23,209
2021-10-24,209
2021-10-25,307
2021-10-26,228
2021-10-27,367
2021-10-28,300
2021-10-29,296
2021-10-30,296
2021-11-01,202
